applicant_id,group,age,income,history_years,dti,missed_24m,postcode_band,default_24m
3402,A,49,67500.0,20.6,0.36,0,3,0
3403,A,44,38200.0,13.3,0.114,1,2,0
3404,A,40,25000.0,18.1,0.393,0,1,0
3405,B,49,16400.0,2.8,0.38,0,2,0
3406,B,39,27000.0,4.2,0.315,0,4,0
3407,A,40,57300.0,7.0,0.218,0,1,0
3408,B,42,32000.0,5.5,0.288,0,3,0
3409,B,50,17600.0,4.1,0.431,0,5,0
3410,B,48,27100.0,3.4,0.524,1,4,1
3411,A,54,36000.0,6.1,0.321,0,5,0
3412,A,23,73100.0,6.2,0.421,0,3,0
3413,A,43,50700.0,9.4,0.422,0,3,1
3414,A,34,22300.0,12.1,0.256,0,3,0
3415,A,46,36000.0,6.0,0.347,0,4,0
3416,A,29,26000.0,13.2,0.151,1,4,0
3417,A,49,39300.0,4.3,0.165,0,1,0
3418,A,31,28200.0,30.0,0.215,1,2,0
3419,A,57,26500.0,6.2,0.139,1,2,0
3420,A,38,59300.0,5.1,0.283,1,1,0
3421,A,32,31000.0,7.5,0.401,0,2,0
3422,B,30,28800.0,2.1,0.115,1,1,0
3423,A,44,48500.0,4.7,0.387,0,2,0
3424,B,37,31300.0,3.7,0.243,1,2,0
3425,A,42,98800.0,12.0,0.441,0,3,0
3426,B,40,31500.0,12.4,0.187,0,5,0
3427,A,27,25700.0,4.9,0.078,1,3,0
3428,A,57,51200.0,8.6,0.202,1,4,0
3429,A,47,10400.0,8.9,0.409,1,1,1
3430,A,43,21100.0,4.3,0.603,2,2,1
3431,A,72,41100.0,11.9,0.324,0,3,0
3432,B,21,38700.0,1.4,0.412,2,3,0
3433,A,49,74900.0,6.0,0.356,0,1,0
3434,B,43,65500.0,5.8,0.315,1,4,0
3435,A,30,22900.0,4.1,0.361,0,4,0
3436,A,34,31100.0,8.7,0.158,0,1,0
3437,A,24,32700.0,14.6,0.287,2,2,0
3438,B,34,35800.0,9.4,0.586,0,4,0
3439,B,61,30000.0,9.3,0.294,0,1,0
3440,A,22,24200.0,20.7,0.308,2,4,0
3441,B,21,24100.0,11.0,0.349,0,5,0
3442,B,38,32400.0,2.0,0.303,1,4,0
3443,A,40,40200.0,4.0,0.392,0,1,0
3444,B,48,32600.0,8.5,0.298,1,4,0
3445,A,40,49400.0,14.5,0.283,1,3,0
3446,A,39,29900.0,7.7,0.462,0,4,0
3447,A,62,17400.0,4.4,0.431,0,2,0
3448,A,32,58700.0,7.1,0.02,1,2,0
3449,A,40,24700.0,13.3,0.397,2,1,0
3450,A,40,29600.0,4.0,0.319,0,2,0
3451,B,40,48800.0,1.7,0.38,1,4,0
3452,B,60,21600.0,2.6,0.412,2,4,1
3453,A,23,8500.0,10.0,0.119,0,2,0
3454,B,48,28300.0,4.0,0.435,0,5,0
3455,A,24,40400.0,10.7,0.346,1,2,0
3456,B,35,33000.0,9.2,0.32,0,1,0
3457,A,24,48700.0,8.6,0.526,0,1,0
3458,A,26,24500.0,18.6,0.26,0,1,0
3459,B,24,13900.0,3.2,0.136,0,5,0
3460,B,53,54500.0,8.5,0.36,0,5,0
3461,A,39,94100.0,13.8,0.229,0,3,0
3462,B,23,45400.0,13.9,0.375,1,2,0
3463,A,50,56600.0,10.2,0.373,0,1,0
3464,A,21,17900.0,4.2,0.388,0,1,0
3465,A,29,21000.0,3.0,0.429,0,2,0
3466,B,44,27600.0,0.2,0.384,0,3,0
3467,A,29,50900.0,14.4,0.422,1,2,0
3468,A,23,33000.0,7.6,0.273,0,2,0
3469,A,34,47500.0,6.8,0.412,0,3,0
3470,A,43,23200.0,5.9,0.374,0,3,0
3471,A,47,41600.0,4.4,0.279,0,2,0
3472,B,60,57800.0,3.4,0.325,0,5,0
3473,A,45,41800.0,8.0,0.523,0,1,0
3474,A,33,38000.0,4.6,0.267,2,3,0
3475,A,52,37100.0,3.7,0.379,0,1,0
3476,A,33,79900.0,11.0,0.126,2,4,0
3477,A,28,42100.0,11.7,0.525,1,4,0
3478,A,43,25100.0,11.4,0.279,1,2,1
3479,A,40,33000.0,10.8,0.25,1,2,0
3480,A,37,26200.0,9.0,0.251,0,2,0
3481,B,38,70200.0,8.3,0.313,0,5,0
3482,B,33,22400.0,5.6,0.495,2,3,1
3483,A,39,55700.0,12.5,0.355,0,5,0
3484,A,36,31200.0,4.5,0.387,0,4,1
3485,A,54,63100.0,12.4,0.273,0,1,0
3486,A,23,30900.0,12.2,0.3,1,1,0
3487,A,35,41600.0,11.0,0.235,0,2,0
3488,A,34,20400.0,30.0,0.197,1,5,0
3489,A,30,93900.0,7.7,0.308,0,4,0
3490,A,49,37600.0,2.6,0.35,0,4,0
3491,B,47,18300.0,2.8,0.368,1,4,0
3492,B,28,25700.0,2.8,0.41,0,3,0
3493,A,33,41100.0,10.7,0.479,1,2,0
3494,A,27,61200.0,6.5,0.38,0,3,1
3495,A,40,18900.0,6.1,0.342,1,2,0
3496,A,51,19300.0,8.4,0.305,0,3,0
3497,A,51,29500.0,6.0,0.02,0,5,0
3498,B,40,26800.0,3.1,0.405,3,2,1
3499,B,31,17800.0,10.8,0.31,0,4,0
3500,A,61,108400.0,5.2,0.371,2,1,0
3501,A,34,59200.0,12.6,0.361,0,4,0
3502,B,40,52800.0,2.0,0.408,1,3,0
3503,A,55,36400.0,6.1,0.157,0,3,0
3504,A,69,14400.0,5.0,0.339,0,1,0
3505,A,44,20700.0,5.3,0.447,0,2,1
3506,A,40,60300.0,9.5,0.512,1,1,0
3507,A,34,62700.0,13.2,0.425,0,5,0
3508,A,21,46600.0,4.5,0.511,0,3,0
3509,B,44,45100.0,3.4,0.398,0,4,1
3510,A,49,50900.0,16.8,0.376,0,5,0
3511,A,21,27000.0,11.6,0.322,0,2,0
3512,A,44,29100.0,14.7,0.345,1,1,0
3513,A,49,30700.0,6.4,0.223,0,1,0
3514,A,29,28600.0,10.3,0.09,0,2,0
3515,A,38,69500.0,6.0,0.346,0,2,0
3516,A,30,33600.0,12.3,0.309,0,3,0
3517,A,60,42800.0,4.3,0.508,1,2,0
3518,A,46,36200.0,21.2,0.254,1,2,0
3519,B,46,29200.0,11.9,0.234,2,4,0
3520,B,43,17800.0,4.5,0.356,0,4,0
3521,B,33,34100.0,2.4,0.449,0,5,0
3522,A,43,46900.0,22.1,0.157,0,4,0
3523,A,56,30900.0,10.1,0.194,0,3,0
3524,A,50,24200.0,20.2,0.324,0,5,0
3525,A,42,31600.0,6.0,0.213,0,1,0
3526,A,26,23600.0,2.4,0.38,1,1,0
3527,A,30,48600.0,15.3,0.166,0,4,0
3528,A,47,45600.0,9.7,0.262,0,3,0
3529,A,49,19200.0,5.9,0.376,1,3,1
3530,A,51,25100.0,4.6,0.035,0,2,0
3531,A,49,30000.0,8.9,0.36,1,5,0
3532,A,37,48300.0,10.3,0.209,1,5,0
3533,A,37,27000.0,9.0,0.307,0,2,0
3534,A,39,74900.0,16.2,0.434,0,4,0
3535,A,21,51000.0,17.6,0.413,1,4,0
3536,B,51,57300.0,6.5,0.314,0,5,0
3537,B,25,36000.0,5.8,0.386,1,5,0
3538,A,45,18400.0,5.0,0.397,1,3,0
3539,A,42,27200.0,20.0,0.296,0,3,0
3540,B,40,81900.0,2.7,0.17,0,3,0
3541,A,61,35800.0,5.0,0.525,1,2,0
3542,A,56,53900.0,3.9,0.336,1,2,0
3543,B,30,49200.0,2.7,0.315,0,5,1
3544,B,51,19200.0,4.1,0.402,1,2,0
3545,B,43,41000.0,4.5,0.28,0,4,1
3546,B,56,30900.0,2.3,0.552,0,3,0
3547,A,34,37000.0,9.1,0.085,0,3,0
3548,A,49,33900.0,8.0,0.04,0,3,0
3549,A,47,45000.0,11.6,0.419,0,3,0
3550,A,49,37000.0,3.9,0.291,0,4,1
3551,A,26,33900.0,7.7,0.618,0,2,0
3552,B,55,34500.0,4.0,0.407,0,5,0
3553,B,37,17000.0,9.7,0.366,0,5,1
3554,B,27,27700.0,8.2,0.19,1,1,0
3555,B,24,24500.0,3.1,0.457,0,3,0
3556,B,30,79500.0,2.1,0.366,0,4,0
3557,A,30,25800.0,5.3,0.218,0,5,0
3558,A,45,47300.0,2.5,0.219,2,3,0
3559,A,50,27600.0,8.0,0.411,0,5,0
3560,B,51,27000.0,10.5,0.247,1,4,0
3561,A,34,25600.0,18.4,0.477,0,1,0
3562,B,48,44200.0,2.7,0.704,0,5,1
3563,A,29,38100.0,2.4,0.358,0,2,0
3564,A,44,46500.0,4.9,0.292,0,2,1
3565,A,48,36800.0,11.3,0.43,0,1,0
3566,A,26,29800.0,15.2,0.161,1,1,0
3567,A,62,53600.0,16.9,0.351,2,3,0
3568,B,43,42600.0,7.7,0.329,0,3,0
3569,A,31,49200.0,14.8,0.122,0,1,0
3570,A,59,45600.0,6.0,0.307,0,4,0
3571,A,35,30700.0,10.3,0.536,0,3,0
3572,A,30,25400.0,17.8,0.121,0,4,0
3573,A,44,60200.0,7.7,0.425,1,1,0
3574,B,53,45200.0,19.0,0.418,0,4,0
3575,B,27,35700.0,3.0,0.265,0,2,0
3576,B,45,31000.0,2.8,0.363,0,5,0
3577,A,50,34700.0,5.7,0.387,1,4,0
3578,B,48,23400.0,3.2,0.464,1,5,1
3579,A,21,19600.0,5.0,0.143,0,1,0
3580,A,62,28600.0,2.9,0.67,0,5,0
3581,B,39,20300.0,5.2,0.358,1,4,0
3582,A,44,26700.0,11.3,0.041,1,2,0
3583,A,21,32800.0,12.6,0.486,0,1,0
3584,A,44,27600.0,7.2,0.218,0,2,0
3585,A,52,21700.0,7.3,0.349,3,1,0
3586,A,63,23600.0,4.6,0.187,0,4,0
3587,A,55,51800.0,6.4,0.299,1,1,0
3588,A,44,28800.0,8.2,0.227,0,1,0
3589,B,47,41500.0,1.1,0.546,0,3,1
3590,B,32,27000.0,6.4,0.375,1,5,0
3591,A,50,22200.0,12.3,0.544,2,1,1
3592,B,28,27600.0,10.1,0.076,0,3,0
3593,A,38,33400.0,5.8,0.171,0,2,0
3594,B,36,44200.0,4.5,0.28,0,1,0
3595,B,61,53800.0,6.4,0.414,0,3,0
3596,B,48,48500.0,4.0,0.463,0,5,0
3597,A,62,65000.0,10.9,0.383,1,3,0
3598,A,48,71600.0,6.4,0.351,1,3,0
3599,A,43,32200.0,9.7,0.291,0,1,0
3600,A,45,26700.0,6.8,0.445,0,5,0
3601,A,58,34000.0,6.9,0.02,1,4,0
3602,A,53,50400.0,5.9,0.176,1,1,1
3603,A,54,33800.0,3.1,0.178,0,1,0
3604,B,58,30600.0,8.1,0.307,2,5,0
3605,A,49,21500.0,5.9,0.109,0,3,0
3606,A,21,78900.0,14.5,0.417,0,1,0
3607,B,53,36300.0,2.6,0.46,0,2,0
3608,A,55,31700.0,10.7,0.357,0,3,0
3609,A,35,47800.0,2.8,0.457,1,5,0
3610,A,24,39200.0,20.7,0.177,1,2,0
3611,A,46,21500.0,3.2,0.31,1,1,0
3612,A,33,28700.0,4.1,0.349,0,2,0
3613,B,36,28900.0,11.0,0.419,0,2,0
3614,A,49,25700.0,12.2,0.308,0,2,0
3615,B,50,41800.0,2.9,0.229,0,4,0
3616,A,42,41100.0,8.1,0.248,1,1,1
3617,B,38,30100.0,12.1,0.422,2,3,0
3618,A,43,29800.0,9.3,0.327,0,2,0
3619,A,43,21000.0,4.9,0.186,0,3,0
3620,A,22,35500.0,2.4,0.472,0,2,0
3621,A,37,39800.0,14.7,0.359,0,1,0
3622,A,54,63500.0,6.2,0.335,0,5,0
3623,A,59,49700.0,4.9,0.305,2,3,1
3624,A,46,24500.0,14.4,0.376,0,2,0
3625,A,49,33800.0,6.7,0.31,1,3,1
3626,A,21,28300.0,22.3,0.311,0,4,0
3627,A,39,24500.0,10.3,0.248,0,2,0
3628,A,23,33700.0,9.4,0.163,1,4,0
3629,A,45,59400.0,10.1,0.399,0,2,0
3630,A,26,48800.0,14.3,0.13,1,5,0
3631,A,64,32200.0,11.1,0.295,0,5,0
3632,A,61,50100.0,9.6,0.262,2,1,0
3633,A,48,41900.0,12.4,0.246,0,3,0
3634,B,21,22000.0,1.9,0.368,1,5,0
3635,B,48,54400.0,4.4,0.495,0,5,0
3636,A,39,27900.0,15.8,0.562,0,1,0
3637,A,38,48500.0,16.4,0.38,0,2,0
3638,A,36,43500.0,14.3,0.312,2,4,0
3639,B,51,29400.0,7.2,0.149,1,3,0
3640,A,46,77000.0,1.3,0.252,1,2,0
3641,A,43,39300.0,3.6,0.712,0,2,0
3642,B,39,18300.0,4.5,0.337,2,3,1
3643,A,36,17000.0,2.9,0.18,1,1,0
3644,A,49,32100.0,18.2,0.081,0,1,0
3645,A,50,59300.0,6.0,0.141,1,5,0
3646,A,30,39500.0,11.7,0.537,0,2,1
3647,A,56,18700.0,17.1,0.369,1,1,0
3648,A,39,22600.0,7.5,0.319,1,2,1
3649,A,32,52700.0,7.7,0.309,0,3,0
3650,A,33,67500.0,12.5,0.558,0,3,0
3651,A,30,25300.0,10.8,0.108,1,2,0
3652,B,42,17200.0,5.3,0.248,0,3,0
3653,A,37,51200.0,9.0,0.192,0,2,0
3654,A,51,23100.0,9.7,0.44,1,5,0
3655,B,52,50600.0,14.0,0.401,0,4,0
3656,A,27,48300.0,9.4,0.277,0,1,0
3657,A,36,93000.0,2.7,0.197,0,1,0
3658,B,33,68700.0,2.4,0.271,0,3,0
3659,A,45,21200.0,7.0,0.385,0,4,0
3660,B,46,57100.0,1.1,0.066,0,5,0
3661,B,37,41900.0,3.0,0.488,1,4,0
3662,A,50,58300.0,6.6,0.152,0,3,0
3663,A,43,17700.0,8.8,0.24,2,3,1
3664,B,36,35300.0,8.5,0.204,2,1,0
3665,A,42,87200.0,7.9,0.139,0,5,0
3666,A,29,21900.0,5.2,0.44,1,1,1
3667,B,31,43800.0,6.6,0.347,0,3,0
3668,A,54,35500.0,19.6,0.31,0,3,0
3669,B,40,19300.0,6.3,0.578,0,3,0
3670,A,44,32700.0,5.0,0.144,0,2,0
3671,A,21,39400.0,15.5,0.241,0,5,0
3672,B,53,48000.0,7.7,0.557,0,4,0
3673,B,21,30400.0,5.6,0.439,2,4,1
3674,A,32,34900.0,5.9,0.02,0,1,0
3675,A,35,31800.0,6.0,0.463,0,5,0
3676,B,45,33900.0,1.8,0.397,1,4,1
3677,B,35,42600.0,6.7,0.293,0,1,0
3678,A,44,36500.0,17.6,0.356,0,3,0
3679,A,39,22700.0,14.3,0.276,0,2,0
3680,A,57,60600.0,2.6,0.64,0,5,0
3681,B,66,18100.0,20.3,0.49,1,2,1
3682,B,36,20800.0,2.3,0.237,0,4,0
3683,A,25,70100.0,12.8,0.248,0,2,0
3684,A,44,28100.0,2.4,0.258,1,2,0
3685,A,75,46600.0,13.9,0.099,0,1,0
3686,B,48,33500.0,17.1,0.445,0,5,0
3687,A,42,52900.0,21.2,0.181,0,2,0
3688,A,37,23400.0,13.9,0.428,0,2,0
3689,B,31,24300.0,8.2,0.223,0,4,0
3690,A,30,46100.0,12.6,0.373,0,3,0
3691,A,38,62600.0,4.1,0.452,0,2,0
3692,B,29,36400.0,10.9,0.487,1,3,1
3693,A,21,44800.0,7.3,0.377,0,3,0
3694,A,44,111500.0,4.0,0.313,1,4,0
3695,A,28,21100.0,5.5,0.416,0,3,0
3696,A,42,44000.0,4.2,0.291,1,2,1
3697,B,42,24700.0,2.1,0.527,0,5,1
3698,A,52,17000.0,11.3,0.359,0,2,0
3699,A,50,39700.0,14.4,0.259,0,2,0
3700,A,35,37000.0,12.0,0.338,0,3,0
3701,A,29,51800.0,16.4,0.253,0,1,0
3702,A,21,112700.0,11.8,0.127,0,4,0
3703,A,31,26500.0,7.0,0.176,1,2,1
3704,A,31,39400.0,5.7,0.346,0,1,0
3705,B,38,35000.0,10.8,0.625,0,5,0
3706,B,30,32000.0,10.5,0.127,1,5,0
3707,A,32,59000.0,22.5,0.192,0,1,0
3708,A,57,25000.0,8.3,0.319,0,1,0
3709,A,50,14700.0,8.5,0.316,0,1,0
3710,A,31,20800.0,0.9,0.29,0,1,0
3711,A,46,50900.0,5.1,0.393,0,2,0
3712,B,30,22800.0,4.8,0.514,1,5,1
3713,A,28,18800.0,10.8,0.51,0,3,1
3714,A,46,46000.0,8.7,0.403,0,1,0
3715,A,21,57800.0,7.0,0.302,0,2,0
3716,A,28,23200.0,2.5,0.196,0,1,0
3717,A,32,29100.0,2.6,0.189,0,1,0
3718,A,30,47600.0,4.9,0.292,0,1,0
3719,A,39,52600.0,6.0,0.253,0,1,0
3720,A,62,13900.0,2.0,0.42,0,4,1
3721,A,32,55400.0,5.8,0.205,0,4,0
3722,A,45,38400.0,15.0,0.378,0,1,0
3723,A,46,38700.0,7.3,0.159,0,1,0
3724,B,31,42000.0,9.4,0.378,0,5,0
3725,A,28,25900.0,15.6,0.302,0,1,0
3726,A,21,50800.0,5.8,0.179,0,3,0
3727,B,35,26900.0,10.6,0.33,0,4,0
3728,A,21,39800.0,13.5,0.295,1,3,0
3729,A,60,48800.0,3.2,0.313,1,1,0
3730,A,51,25500.0,8.9,0.167,1,2,0
3731,A,39,25200.0,10.0,0.28,0,3,0
3732,B,60,29700.0,8.4,0.373,0,5,0
3733,A,48,28500.0,5.8,0.394,0,1,0
3734,B,24,43400.0,2.9,0.366,0,4,0
3735,B,59,26400.0,2.8,0.716,1,4,0
3736,A,62,24800.0,9.9,0.223,1,1,0
3737,A,45,42600.0,7.2,0.085,0,2,0
3738,A,21,39600.0,10.3,0.313,0,1,0
3739,B,57,24200.0,4.6,0.524,0,2,1
3740,A,36,28800.0,6.8,0.274,0,4,0
3741,B,56,28400.0,12.3,0.417,0,3,0
3742,B,56,18500.0,3.7,0.409,1,2,0
3743,A,35,16800.0,5.3,0.231,0,3,1
3744,A,21,42100.0,19.9,0.071,0,3,0
3745,A,29,46400.0,4.0,0.196,1,3,0
3746,A,57,18600.0,24.0,0.429,0,1,0
3747,A,58,31500.0,6.6,0.535,0,4,0
3748,B,38,32100.0,6.2,0.203,1,5,1
3749,A,52,34100.0,3.8,0.233,0,1,0
3750,A,36,47800.0,13.7,0.538,0,2,0
3751,A,41,34800.0,14.3,0.282,0,2,0
3752,B,26,23900.0,5.9,0.146,0,2,0
3753,A,28,40900.0,18.6,0.274,0,3,0
3754,B,21,22400.0,2.4,0.291,0,4,0
3755,A,28,65300.0,10.5,0.362,1,2,0
3756,A,33,28100.0,8.5,0.239,0,1,0
3757,A,41,58200.0,9.0,0.289,0,4,0
3758,A,30,36300.0,7.9,0.262,1,4,0
3759,A,48,62300.0,4.8,0.349,0,1,0
3760,B,58,53400.0,3.0,0.505,1,5,0
3761,B,24,50800.0,8.8,0.496,0,3,0
3762,A,34,25200.0,15.7,0.243,1,5,1
3763,B,46,55600.0,11.5,0.273,0,4,0
3764,A,45,20700.0,8.8,0.456,0,3,0
3765,A,34,48600.0,12.4,0.501,0,2,0
3766,B,25,26800.0,9.8,0.196,1,5,0
3767,B,65,75100.0,3.5,0.309,1,2,0
3768,A,45,23300.0,10.7,0.159,0,4,0
3769,A,43,26900.0,7.4,0.409,1,4,1
3770,A,41,21800.0,3.0,0.075,0,3,0
3771,B,69,37200.0,11.6,0.257,1,2,0
3772,A,30,72400.0,9.5,0.486,0,1,0
3773,A,51,36900.0,12.8,0.31,0,1,0
3774,B,49,29100.0,5.2,0.515,0,3,0
3775,B,30,33000.0,2.8,0.325,1,4,1
3776,A,47,34200.0,9.2,0.219,0,1,0
3777,A,27,53200.0,6.9,0.4,0,5,0
3778,A,25,25400.0,14.9,0.193,0,1,0
3779,A,40,58000.0,2.6,0.272,1,2,0
3780,A,65,27300.0,8.2,0.525,0,3,0
3781,A,35,23600.0,5.9,0.27,0,1,0
3782,A,44,29800.0,5.0,0.218,0,3,0
3783,A,50,43300.0,5.6,0.517,1,4,0
3784,A,29,86200.0,9.2,0.437,2,2,0
3785,A,34,22000.0,7.1,0.186,1,2,0
3786,A,56,30700.0,8.6,0.166,0,3,0
3787,A,34,47000.0,11.2,0.325,0,3,0
3788,A,53,49200.0,5.6,0.541,0,3,0
3789,B,42,37600.0,2.5,0.423,0,2,0
3790,A,25,23300.0,5.5,0.397,1,4,0
3791,A,21,44400.0,7.6,0.244,2,2,0
3792,B,44,17900.0,2.6,0.152,2,2,0
3793,B,62,29900.0,7.1,0.094,0,3,0
3794,B,33,42800.0,8.1,0.24,1,3,0
3795,A,42,66400.0,4.9,0.297,0,1,0
3796,A,40,58500.0,9.3,0.521,0,2,0
3797,A,21,48400.0,6.7,0.352,0,3,0
3798,A,47,29900.0,10.9,0.603,0,3,0
3799,B,53,60600.0,2.3,0.392,1,2,0
3800,A,61,32900.0,9.3,0.228,0,4,0
3801,B,33,25400.0,3.0,0.466,0,4,0
3802,A,33,47300.0,14.0,0.229,1,2,0
3803,A,42,59500.0,10.7,0.323,1,1,0
3804,A,50,43700.0,8.9,0.368,0,2,0
3805,A,31,42100.0,12.9,0.197,0,3,0
3806,B,28,25900.0,3.6,0.33,0,2,0
3807,A,42,41500.0,16.1,0.328,0,1,0
3808,A,42,70500.0,8.6,0.485,1,2,0
3809,A,37,71700.0,4.0,0.366,1,5,0
3810,A,51,66000.0,13.3,0.508,1,1,0
3811,A,56,56100.0,5.6,0.232,1,1,0
3812,A,46,41500.0,3.1,0.436,1,3,0
3813,A,46,45600.0,6.5,0.408,1,2,0
3814,B,38,33400.0,7.9,0.318,0,5,0
3815,B,60,28400.0,3.8,0.252,0,4,0
3816,B,30,32200.0,3.7,0.298,0,4,0
3817,A,23,58200.0,8.2,0.244,0,5,0
3818,A,48,92000.0,8.5,0.292,0,3,0
3819,A,27,56200.0,3.7,0.274,1,5,0
3820,B,42,33000.0,1.5,0.54,1,5,1
3821,B,31,65900.0,4.6,0.249,0,5,0
3822,B,32,13400.0,9.0,0.463,0,4,0
3823,B,36,49600.0,1.9,0.28,1,4,0
3824,A,32,43100.0,13.3,0.386,0,4,0
3825,A,38,34700.0,12.7,0.342,0,3,0
3826,A,39,30400.0,4.0,0.368,0,5,0
3827,A,37,35900.0,7.8,0.141,0,1,0
3828,A,46,19500.0,3.3,0.321,0,1,0
3829,A,35,44000.0,8.3,0.096,0,4,0
3830,A,43,50700.0,10.2,0.307,0,1,0
3831,B,43,30400.0,5.0,0.219,0,4,0
3832,A,52,22000.0,10.3,0.411,0,3,0
3833,A,22,45100.0,6.5,0.484,1,4,1
3834,B,53,11000.0,4.5,0.266,1,5,0
3835,A,23,30300.0,10.1,0.171,0,3,0
3836,B,22,40500.0,4.6,0.546,0,3,0
3837,A,34,20800.0,6.0,0.356,0,1,0
3838,B,48,23700.0,3.9,0.683,0,4,0
3839,B,43,39700.0,3.6,0.432,1,3,1
3840,A,53,16400.0,5.2,0.185,0,3,1
3841,B,37,35100.0,9.6,0.287,0,5,0
3842,A,34,53600.0,6.6,0.433,0,4,0
3843,A,21,31900.0,10.7,0.255,0,5,0
3844,A,21,13200.0,13.1,0.181,1,1,0
3845,B,21,18500.0,7.2,0.524,1,5,1
3846,B,38,28500.0,4.4,0.3,0,4,0
3847,A,37,39600.0,8.8,0.461,0,3,0
3848,A,46,32900.0,11.5,0.396,0,1,0
3849,A,31,47400.0,5.8,0.376,0,4,0
3850,A,38,66300.0,11.1,0.02,0,2,0
3851,B,30,27200.0,6.1,0.52,1,5,0
3852,A,46,29300.0,21.2,0.324,1,2,0
3853,A,42,33000.0,10.1,0.068,2,4,0
3854,A,33,57000.0,8.9,0.201,0,5,0
3855,A,28,29600.0,8.1,0.524,0,4,0
3856,A,21,44800.0,5.0,0.02,0,3,0
3857,A,42,40300.0,6.3,0.348,0,1,0
3858,B,36,20300.0,17.3,0.384,0,4,0
3859,A,41,13200.0,6.6,0.513,0,4,1
3860,A,42,31600.0,20.4,0.18,0,4,0
3861,A,47,71600.0,7.0,0.258,1,2,0
3862,A,42,37800.0,7.8,0.02,2,4,0
3863,A,45,33400.0,9.5,0.231,0,3,0
3864,B,26,21400.0,14.8,0.188,2,4,0
3865,A,50,11700.0,3.0,0.201,0,1,0
3866,A,68,39200.0,9.5,0.23,0,2,0
3867,B,40,35000.0,2.2,0.336,0,3,0
3868,B,52,30500.0,6.2,0.397,0,5,1
3869,B,38,33600.0,4.9,0.192,0,4,0
3870,A,51,49400.0,15.2,0.281,0,1,0
3871,B,47,21700.0,8.0,0.165,0,4,1
3872,B,32,29900.0,6.0,0.222,0,4,0
3873,A,21,45100.0,14.3,0.3,1,2,1
3874,A,21,62700.0,18.2,0.197,1,1,0
3875,A,29,51900.0,12.9,0.166,0,3,0
3876,A,49,26300.0,3.1,0.286,0,3,0
3877,A,46,62700.0,10.4,0.153,0,1,0
3878,A,38,20200.0,7.2,0.149,0,3,1
3879,A,39,25700.0,6.6,0.408,0,1,1
3880,A,43,35400.0,4.8,0.43,0,5,0
3881,B,39,25800.0,5.6,0.491,0,5,1
3882,B,21,21700.0,1.5,0.435,0,3,0
3883,B,48,32600.0,5.1,0.394,2,4,0
3884,B,46,19400.0,2.6,0.253,0,1,0
3885,A,54,31900.0,3.5,0.481,0,3,1
3886,A,49,56400.0,8.3,0.367,1,1,0
3887,B,66,30600.0,6.8,0.162,1,4,0
3888,A,25,57600.0,5.5,0.326,0,2,0
3889,B,33,30200.0,0.4,0.133,0,4,0
3890,A,44,45400.0,3.5,0.459,0,1,0
3891,B,54,19700.0,4.2,0.301,2,4,0
3892,A,38,35200.0,4.6,0.333,3,3,0
3893,A,64,65600.0,2.9,0.296,0,1,0
3894,A,41,30900.0,10.7,0.431,0,2,0
3895,A,21,36300.0,8.1,0.559,0,4,0
3896,B,37,20300.0,12.9,0.234,1,4,0
3897,B,32,20000.0,6.9,0.395,0,5,0
3898,B,43,20300.0,8.1,0.661,2,5,1
3899,A,34,30700.0,11.0,0.289,1,1,0
3900,A,33,34700.0,6.9,0.263,3,2,0
3901,A,21,31600.0,8.2,0.273,2,1,0
3902,A,57,10300.0,2.5,0.356,0,3,0
3903,B,48,26400.0,5.1,0.345,0,3,0
3904,A,41,21800.0,9.0,0.225,0,3,0
3905,B,41,33100.0,1.0,0.511,2,5,1
3906,A,47,26700.0,16.5,0.358,2,2,1
3907,A,32,51200.0,7.9,0.5,2,2,0
3908,B,31,19100.0,6.4,0.389,1,4,1
3909,A,35,33600.0,7.2,0.387,1,3,1
3910,A,40,35100.0,6.1,0.092,0,1,0
3911,A,75,23700.0,8.4,0.409,0,3,0
3912,A,43,40500.0,7.4,0.326,0,1,0
3913,A,38,31600.0,9.4,0.274,0,2,0
3914,A,30,20300.0,10.3,0.102,0,2,0
3915,A,49,30700.0,11.0,0.241,0,1,0
3916,B,36,14400.0,1.0,0.412,0,5,1
3917,A,59,38700.0,3.2,0.321,0,3,0
3918,A,34,32400.0,21.0,0.438,1,3,0
3919,B,48,30800.0,5.8,0.47,2,5,1
3920,A,44,37000.0,15.2,0.258,0,1,0
3921,B,43,52100.0,3.5,0.196,1,4,0
3922,A,29,27800.0,9.0,0.171,0,4,0
3923,B,21,32700.0,8.2,0.527,0,4,0
3924,A,55,20100.0,14.5,0.257,1,1,0
3925,A,28,45400.0,14.6,0.44,1,3,0
3926,A,40,94100.0,17.9,0.249,1,1,0
3927,A,42,54500.0,2.6,0.213,0,1,0
3928,B,40,27000.0,16.6,0.324,0,3,0
3929,B,21,47200.0,6.0,0.494,0,3,0
3930,A,38,49400.0,11.0,0.4,0,1,0
3931,B,42,35900.0,0.2,0.425,0,3,0
3932,A,37,46900.0,4.9,0.171,0,4,0
3933,A,32,84200.0,11.0,0.447,1,5,0
3934,A,53,25400.0,15.4,0.347,0,2,0
3935,A,43,37000.0,3.4,0.344,0,4,0
3936,A,24,34700.0,6.3,0.382,0,3,0
3937,B,38,23400.0,3.0,0.392,0,2,0
3938,A,57,50800.0,11.4,0.333,1,5,0
